caller_surface,top_menu,page_name,page_route,control_type,action_name,method,normalized_path,query_fields,path_fields,body_fields,header_fields,parameter_source,requested_start,requested_end,accepted_start,accepted_end,timezone,time_fields_and_units,page_size_fields,request_payload,http_status,business_status,response_type,response_keys,record_count,non_empty,auth_role,side_effect,before_after_change,original_surface,original_module,original_name,original_source_file,classification,currently_used,evidence,note
admin,Risk Management,Risk Logs,/risk-control/risk-logs,date_range_filter,registered Query/Search [7d],GET,/admin/member/risk/log,created_end_time | created_start_time | page | page_size,,,not persisted; auth/device values excluded,visible Start/End date controls; existing page size preserved,2026-08-27,2026-09-03,2026-08-27 00:00,2026-09-03 23:59,Asia/Manila,"{""created_end_time"": {""unit"": ""epoch_milliseconds"", ""value"": ""1788451140000""}, ""created_start_time"": {""unit"": ""epoch_milliseconds"", ""value"": ""1787760000000""}}","{""page"": ""1"", ""page_size"": ""20""}",opaque unspecified (0 bytes),200,True,object,d | t,0,False,authenticated FAT admin; existing role/permission session reused,none (read-only query),none,admin,member,风控日志,后台/会员列表/风控日志.bru,ACTIVE,yes,validated visible DOM values + same-action FAT Network response,request body values not claimed when payload was opaque
admin,Risk Management,Risk Logs,/risk-control/risk-logs,date_range_filter,registered Query/Search [30d],GET,/admin/member/risk/log,created_end_time | created_start_time | page | page_size,,,not persisted; auth/device values excluded,visible Start/End date controls; existing page size preserved,2026-08-04,2026-09-03,2026-08-04 00:00,2026-09-03 23:59,Asia/Manila,"{""created_end_time"": {""unit"": ""epoch_milliseconds"", ""value"": ""1788451140000""}, ""created_start_time"": {""unit"": ""epoch_milliseconds"", ""value"": ""1785772800000""}}","{""page"": ""1"", ""page_size"": ""20""}",opaque unspecified (0 bytes),200,True,object,d | t,0,False,authenticated FAT admin; existing role/permission session reused,none (read-only query),none,admin,member,风控日志,后台/会员列表/风控日志.bru,ACTIVE,yes,validated visible DOM values + same-action FAT Network response,request body values not claimed when payload was opaque
admin,Risk Management,Risk Logs,/risk-control/risk-logs,date_range_filter,registered Query/Search [90d],GET,/admin/member/risk/log,created_end_time | created_start_time | page | page_size,,,not persisted; auth/device values excluded,visible Start/End date controls; existing page size preserved,2026-06-05,2026-09-03,2026-06-05 00:00,2026-09-03 23:59,Asia/Manila,"{""created_end_time"": {""unit"": ""epoch_milliseconds"", ""value"": ""1788451140000""}, ""created_start_time"": {""unit"": ""epoch_milliseconds"", ""value"": ""1780588800000""}}","{""page"": ""1"", ""page_size"": ""20""}",opaque unspecified (0 bytes),200,True,object,d | t,0,False,authenticated FAT admin; existing role/permission session reused,none (read-only query),none,admin,member,风控日志,后台/会员列表/风控日志.bru,ACTIVE,yes,validated visible DOM values + same-action FAT Network response,request body values not claimed when payload was opaque
admin,Risk Management,Risk Logs,/risk-control/risk-logs,date_range_filter,registered Query/Search [365d],GET,/admin/member/risk/log,created_end_time | created_start_time | page | page_size,,,not persisted; auth/device values excluded,visible Start/End date controls; existing page size preserved,2025-09-03,2026-09-03,2025-09-03 00:00,2026-09-03 23:59,Asia/Manila,"{""created_end_time"": {""unit"": ""epoch_milliseconds"", ""value"": ""1788451140000""}, ""created_start_time"": {""unit"": ""epoch_milliseconds"", ""value"": ""1756828800000""}}","{""page"": ""1"", ""page_size"": ""20""}",opaque unspecified (0 bytes),200,True,object,d | t,20,True,authenticated FAT admin; existing role/permission session reused,none (read-only query),none,admin,member,风控日志,后台/会员列表/风控日志.bru,ACTIVE,yes,validated visible DOM values + same-action FAT Network response,request body values not claimed when payload was opaque
admin,Promo Marketing,Promo Marketing Report,/promo-marketing/statistical-reports,date_range_filter,button exact visible text [7d],GET,/admin/channel/manage/dict,,,,not persisted; auth/device values excluded,visible Start/End date controls; existing page size preserved,2026-08-27,2026-09-03,2026-08-27,2026-09-03,Asia/Manila,{},{},opaque unspecified (0 bytes),200,True,list,,22,True,authenticated FAT admin; existing role/permission session reused,none (read-only query),none,admin,other,渠道管理字典-todo,后台/运营管理/推广管理/渠道管理/渠道管理字典-todo.bru,ACTIVE,yes,validated visible DOM values + same-action FAT Network response,request body values not claimed when payload was opaque
admin,Promo Marketing,Promo Marketing Report,/promo-marketing/statistical-reports,date_range_filter,button exact visible text [7d],GET,/admin/channel/promotion/satistic,end_time | page | page_size | start_time,,,not persisted; auth/device values excluded,visible Start/End date controls; existing page size preserved,2026-08-27,2026-09-03,2026-08-27,2026-09-03,Asia/Manila,"{""end_time"": {""unit"": ""epoch_milliseconds"", ""value"": ""1788364800000""}, ""start_time"": {""unit"": ""epoch_milliseconds"", ""value"": ""1787760000000""}}","{""page"": ""1"", ""page_size"": ""10""}",opaque unspecified (0 bytes),200,True,object,d | s | t,6,True,authenticated FAT admin; existing role/permission session reused,none (read-only query),none,,,,,UNDOCUMENTED_ACTIVE,yes,validated visible DOM values + same-action FAT Network response,request body values not claimed when payload was opaque
admin,Promo Marketing,First Deposit Daily Active Analysis,/promo-marketing/first-deposit-daily-active,date_range_filter,button exact visible text [7d],GET,/admin/channel/promotion/firstDeposit,end_time | page | page_size | start_time,,,not persisted; auth/device values excluded,visible Start/End date controls; existing page size preserved,2026-08-27,2026-09-03,2026-08-27,2026-09-03,Asia/Manila,"{""end_time"": {""unit"": ""epoch_milliseconds"", ""value"": ""1788364800000""}, ""start_time"": {""unit"": ""epoch_milliseconds"", ""value"": ""1787760000000""}}","{""page"": ""1"", ""page_size"": ""20""}",opaque unspecified (0 bytes),200,True,object,d | s | t,1,True,authenticated FAT admin; existing role/permission session reused,none (read-only query),none,,,,,UNDOCUMENTED_ACTIVE,yes,validated visible DOM values + same-action FAT Network response,request body values not claimed when payload was opaque
admin,Game,Betting Record,/game/bet-orders,date_range_filter,registered Query/Search [7d],POST,/admin/record/game,,,,not persisted; auth/device values excluded,visible Start/End date controls; existing page size preserved,2026-08-27,2026-09-03,2026-08-27 00:00:00,2026-09-03 23:59:59,Asia/Manila,{},{},opaque application/json (18 bytes),200,True,null,,0,False,authenticated FAT admin; existing role/permission session reused,none (read-only query),none,,,,,UNDOCUMENTED_ACTIVE,yes,validated visible DOM values + same-action FAT Network response,request body values not claimed when payload was opaque
admin,Game,FS 批量派发纪录,/gamev2/freespin-import-logs,date_range_filter,button exact visible text [7d],GET,/admin/promo/free/spin/import/log,created_etime | created_stime | page | page_size,,,not persisted; auth/device values excluded,visible Start/End date controls; existing page size preserved,2026-08-27,2026-09-03,2026-08-27 00:00:00,2026-09-03 23:59:59,Asia/Manila,"{""created_etime"": {""unit"": ""epoch_milliseconds"", ""value"": ""1788451199000""}, ""created_stime"": {""unit"": ""epoch_milliseconds"", ""value"": ""1787760000000""}}","{""page"": ""1"", ""page_size"": ""20""}",opaque unspecified (0 bytes),200,True,object,d | t,2,True,authenticated FAT admin; existing role/permission session reused,none (read-only query),none,admin,promo,fs批量派发记录,活动/后台-活动管理/freeSpin/fs批量派发记录.bru,ACTIVE,yes,validated visible DOM values + same-action FAT Network response,request body values not claimed when payload was opaque
admin,System,SMS Verification Code,/system/sms-otp,date_range_filter,registered Query/Search [7d],GET,/admin/sms/list,end_time | page | page_size | start_time,,,not persisted; auth/device values excluded,visible Start/End date controls; existing page size preserved,2026-08-27,2026-09-03,2026-08-27 00:00:00,2026-09-03 23:59:59,Asia/Manila,"{""end_time"": {""unit"": ""epoch_milliseconds"", ""value"": ""1788451199999""}, ""start_time"": {""unit"": ""epoch_milliseconds"", ""value"": ""1787760000000""}}","{""page"": ""1"", ""page_size"": ""20""}",opaque unspecified (0 bytes),200,True,object,d | t,20,True,authenticated FAT admin; existing role/permission session reused,none (read-only query),none,admin,auth,短信列表-seven,后台/短信发送列表/短信列表-seven.bru,ACTIVE,yes,validated visible DOM values + same-action FAT Network response,request body values not claimed when payload was opaque
admin,System,Bet Order Monitoring,/system/order-monitor,date_range_filter,registered Query/Search [7d],GET,/admin/reports/provider/order/compare/daily,created_at_end | created_at_start | page | page_size,,,not persisted; auth/device values excluded,visible Start/End date controls; existing page size preserved,2026-08-27,2026-09-03,2026-08-27 00:00:00,2026-09-03 23:59:59,Asia/Manila,"{""created_at_end"": {""unit"": ""epoch_milliseconds"", ""value"": ""1788451199000""}, ""created_at_start"": {""unit"": ""epoch_milliseconds"", ""value"": ""1787760000000""}}","{""page"": ""1"", ""page_size"": ""20""}",opaque unspecified (0 bytes),200,True,object,d | s | t,20,True,authenticated FAT admin; existing role/permission session reused,none (read-only query),none,admin,report,列表,后台/报表/厂商注单对比日报/列表.bru,ACTIVE,yes,validated visible DOM values + same-action FAT Network response,request body values not claimed when payload was opaque
