surface,menu,page,page_route,control_type,action,method,origin,normalized_path,query_fields,body_fields,parameter_sources,http_status,business_status,response_shape,auth_role,actual_side_effect,before_after_change,document_category,document_name,document_source,classification,currently_used,evidence,exception_blocked_scope,request_count
client,Authentication,Login,/,page,page initialization,GET,https://client-fat.filbet2025.com,/member/bigprize/list,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,爆奖列表,前台/爆奖信息/爆奖列表.bru,ACTIVE,yes,fat-client-network.json action=login__page_initialization; records=55,,1
client,Authentication,Login,/,page,page initialization,GET,https://client-fat.filbet2025.com,/member/buriedPoint/detailV2,ad_id,,header:t<-authenticated-session;query:ad_id<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,埋点详情V2-todo,前台/埋点/埋点详情V2-todo.bru,ACTIVE,yes,fat-client-network.json action=login__page_initialization; records=50,,1
client,Authentication,Login,/,page,page initialization,GET,https://client-fat.filbet2025.com,/member/fb/list,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,三方登录列表,前台/三方登录/三方登录列表.bru,ACTIVE,yes,fat-client-network.json action=login__page_initialization; records=49,,1
client,Authentication,Login,/,page,page initialization,GET,https://client-fat.filbet2025.com,/member/home/sections,brand,,header:t<-authenticated-session;query:brand<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,首页板块列表,前台/首页/首页板块列表.bru,ACTIVE,yes,fat-client-network.json action=login__page_initialization; records=53,,1
client,Authentication,Login,/,page,page initialization,GET,https://client-fat.filbet2025.com,/member/index,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/game,首页缓存,前台/游戏/首页缓存.bru,ACTIVE,yes,fat-client-network.json action=login__page_initialization; records=60,,1
client,Authentication,Login,/,page,page initialization,GET,https://client-fat.filbet2025.com,/member/materials/list,material_type_code|platform_code,,header:t<-authenticated-session;query:material_type_code|platform_code<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,素材列表,前台/素材/素材列表.bru,ACTIVE,yes,fat-client-network.json action=login__page_initialization; records=61|62|63,,3
client,Authentication,Login,/,page,page initialization,GET,https://client-fat.filbet2025.com,/member/v2/index,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/game,首页缓存v2-owen,前台/游戏/首页缓存v2-owen.bru,ACTIVE,yes,fat-client-network.json action=login__page_initialization; records=54|59,,2
client,Authentication,Login,/,page,page initialization,GET,https://client-fat.filbet2025.com,/promo/rotate/bet/detail,is_welfare|pid,,header:t<-authenticated-session;query:is_welfare|pid<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/kyc|client/promo|unknown/promo,弹目消息|活动详情|福利详情|详情(老页面),活动/Vip/详情(老页面).bru|活动/kyc送免费旋转/详情(老页面).bru|活动/每日充值+投注阶梯送礼金和旋转次数/弹目消息.bru|活动/每日充值+投注阶梯送礼金和旋转次数/活动详情.bru|活动/每日充值+投注阶梯送礼金和旋转次数/福利详情.bru,ACTIVE,yes,fat-client-network.json action=login__page_initialization; records=57|58,,2
client,Authentication,Login,/,page,page initialization,POST,https://client-fat.filbet2025.com,/member/channel/trackclick,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),request emitted; no durable business change observed by this discovery action,no state identifier returned or persisted in sanitized evidence,client/member,渠道跟踪点击-todo,前台/渠道/渠道跟踪点击-todo.bru,ACTIVE,yes,fat-client-network.json action=login__page_initialization; records=51,,1
client,Authentication,Login,/,page,page initialization,POST,https://client-fat.filbet2025.com,/member/game/rank,,game_type|page|page_size|strategy|time_range,body:game_type|page|page_size|strategy|time_range<-form/current-record/default;header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),request emitted; no durable business change observed by this discovery action,no state identifier returned or persisted in sanitized evidence,client/game,游戏排名-benjie,前台/游戏/游戏排名-benjie.bru,ACTIVE,yes,fat-client-network.json action=login__page_initialization; records=52|56,,2
client,Authentication,Login,/,page,page initialization,POST,https://web-pp6o4v.opoinstalljs.com,/web/pp6o4v/clientf/init2,av|channelCode|cv|hash|sh|sp|sw,,query:av|channelCode|cv|hash|sh|sp|sw<-page/filter/pagination/default,200,UNAVAILABLE,"""number""",guest or no auth header observed,request emitted; no durable business change observed by this discovery action,no state identifier returned or persisted in sanitized evidence,,,,THIRD_PARTY,yes,fat-client-network.json action=login__page_initialization; records=64,,1
client,Authentication,Login,/,page,page initialization,POST,https://www.google-analytics.com,/g/collect,_eu|_p|_s|are|cid|dl|dma|dt|en|ep.page_env|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v,,query:_eu|_p|_s|are|cid|dl|dma|dt|en|ep.page_env|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v<-page/filter/pagination/default,204,UNAVAILABLE,"""null""",guest or no auth header observed,request emitted; no durable business change observed by this discovery action,no state identifier returned or persisted in sanitized evidence,,,,THIRD_PARTY,yes,fat-client-network.json action=login__page_initialization; records=48,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/finance/wallet,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/finance,会员钱包-wesley,前台/财务/会员钱包-wesley.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=124,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/member/bigprize/list,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,爆奖列表,前台/爆奖信息/爆奖列表.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=105,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/member/buriedPoint/detailV2,ad_id,,header:t<-authenticated-session;query:ad_id<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,埋点详情V2-todo,前台/埋点/埋点详情V2-todo.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=100,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/member/detail,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,获取会员信息-seven-aliang(20260424),前台/会员信息/获取会员信息-seven-aliang(20260424).bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=122,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/member/fav/list,page|page_size,,header:t<-authenticated-session;query:page|page_size<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/game,游戏收藏列表-light,前台/游戏/游戏收藏列表-light.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=125,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/member/fb/list,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,三方登录列表,前台/三方登录/三方登录列表.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=99,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/member/home/sections,brand,,header:t<-authenticated-session;query:brand<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,首页板块列表,前台/首页/首页板块列表.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=103,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/member/index,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/game,首页缓存,前台/游戏/首页缓存.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=110,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/member/materials/list,material_type_code|platform_code,,header:t<-authenticated-session;query:material_type_code|platform_code<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,素材列表,前台/素材/素材列表.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=111|112|113|117,,4
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/member/message/popup_list,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,获取弹窗站内信列表-todo,前台/站内信/获取弹窗站内信列表-todo.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=126,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/member/system,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,获取系统配置,前台/配置/获取系统配置.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=116,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/member/v2/index,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/game,首页缓存v2-owen,前台/游戏/首页缓存v2-owen.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=104|109|128,,3
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/promo/blindbox/detail,pid|ym,,header:t<-authenticated-session;query:pid|ym<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,unknown/promo,获取盲盒详情 - felix,活动/盲盒/获取盲盒详情 - felix.bru,MISCLASSIFIED,yes,fat-client-network.json action=login_success__password_login; records=136,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/promo/blindbox/query/bonus,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,unknown/promo,查询盲盒待领取记录,活动/盲盒/查询盲盒待领取记录.bru,MISCLASSIFIED,yes,fat-client-network.json action=login_success__password_login; records=134,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/promo/filpcard/detail,pid,,header:t<-authenticated-session;query:pid<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,unknown/promo,活动详情,活动/王牌活动/活动详情.bru,MISCLASSIFIED,yes,fat-client-network.json action=login_success__password_login; records=129,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/promo/rotate/bet/detail,is_welfare|pid,,header:t<-authenticated-session;query:is_welfare|pid<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/kyc|client/promo|unknown/promo,弹目消息|活动详情|福利详情|详情(老页面),活动/Vip/详情(老页面).bru|活动/kyc送免费旋转/详情(老页面).bru|活动/每日充值+投注阶梯送礼金和旋转次数/弹目消息.bru|活动/每日充值+投注阶梯送礼金和旋转次数/活动详情.bru|活动/每日充值+投注阶梯送礼金和旋转次数/福利详情.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=107|108|135,,3
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/promo/rotate/kyc/detail,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/kyc,详情,活动/kyc送免费旋转/详情.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=123|132,,2
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/promo/slot/machine/detail,pid,,header:t<-authenticated-session;query:pid<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,unknown/promo,实时滚动有效投注top100|实时滚动负盈利排行榜|排行榜详情,活动/老虎机排行榜/实时滚动有效投注top100.bru|活动/老虎机排行榜/实时滚动负盈利排行榜.bru|活动/老虎机排行榜/排行榜详情.bru,MISCLASSIFIED,yes,fat-client-network.json action=login_success__password_login; records=127,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/promo/turntable/detail,,,header:t<-authenticated-session,200,false,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,unknown/promo,活动详情,活动/大转盘活动/活动详情.bru,ACTIVE_FAILED,yes,fat-client-network.json action=login_success__password_login; records=130,business status false,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/promo/turntable/num,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,unknown/promo,剩余次数,活动/大转盘活动/剩余次数.bru,MISCLASSIFIED,yes,fat-client-network.json action=login_success__password_login; records=131,,1
client,Authentication,Login,/,submit,password login,GET,https://client-fat.filbet2025.com,/promo/vip/sign/in/config,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/promo,签到配置,活动/Vip/签到配置.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=133,,1
client,Authentication,Login,/,submit,password login,POST,https://client-fat.filbet2025.com,/member/channel/trackclick,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),request emitted; no durable business change observed by this discovery action,no state identifier returned or persisted in sanitized evidence,client/member,渠道跟踪点击-todo,前台/渠道/渠道跟踪点击-todo.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=101,,1
client,Authentication,Login,/,submit,password login,POST,https://client-fat.filbet2025.com,/member/game/rank,,game_type|page|page_size|strategy|time_range,body:game_type|page|page_size|strategy|time_range<-form/current-record/default;header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),request emitted; no durable business change observed by this discovery action,no state identifier returned or persisted in sanitized evidence,client/game,游戏排名-benjie,前台/游戏/游戏排名-benjie.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=102|106,,2
client,Authentication,Login,/,submit,password login,POST,https://client-fat.filbet2025.com,/member/v2/login,,login_text,body:login_text<-form/current-record/default;header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),authenticated browser session established,before=guest login form; after=authenticated home,client/auth,密码登陆v2-ducky,前台/会员登陆注册验证/密码登陆v2-ducky.bru,ACTIVE,yes,fat-client-network.json action=login_success__password_login; records=121,,1
client,Authentication,Login,/,submit,password login,POST,https://web-pp6o4v.opoinstalljs.com,/web/pp6o4v/clientf/init2,av|channelCode|cv|hash|sh|sp|sw,,query:av|channelCode|cv|hash|sh|sp|sw<-page/filter/pagination/default,200,UNAVAILABLE,"""number""",guest or no auth header observed,request emitted; no durable business change observed by this discovery action,no state identifier returned or persisted in sanitized evidence,,,,THIRD_PARTY,yes,fat-client-network.json action=login_success__password_login; records=114,,1
client,Authentication,Login,/,submit,password login,POST,https://www.google-analytics.com,/g/collect,_et|_eu|_p|_s|ae|are|cid|dl|dma|dr|dt|en|ep.auth_flow|ep.auth_method|ep.filbet_tracker_version|ep.is_game_page|ep.page_env|ep.page_path_action|ep.page_type|epn.percent_scrolled|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v,,query:_et|_eu|_p|_s|ae|are|cid|dl|dma|dr|dt|en|ep.page_env|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v<-page/filter/pagination/default;query:_et|_eu|_p|_s|ae|are|cid|dl|dma|dt|en|ep.page_env|epn.percent_scrolled|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v<-page/filter/pagination/default;query:_et|_eu|_p|_s|are|cid|dl|dma|dt|en|ep.auth_flow|ep.auth_method|ep.filbet_tracker_version|ep.is_game_page|ep.page_env|ep.page_path_action|ep.page_type|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v<-page/filter/pagination/default;query:_eu|_p|_s|are|cid|dl|dma|dr|dt|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v<-page/filter/pagination/default;query:_eu|_p|_s|are|cid|dl|dma|dt|en|ep.page_env|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v<-page/filter/pagination/default,204,UNAVAILABLE,"""null""",guest or no auth header observed,request emitted; no durable business change observed by this discovery action,no state identifier returned or persisted in sanitized evidence,,,,THIRD_PARTY,yes,fat-client-network.json action=login_success__password_login; records=98|115|118|119|120,,5
client,Authentication,Login,/,button,primary navigation/action,GET,https://client-fat.filbet2025.com,/member/materials/list,material_type_code|platform_code,,header:t<-authenticated-session;query:material_type_code|platform_code<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,素材列表,前台/素材/素材列表.bru,ACTIVE,yes,fat-client-network.json action=login__primary_navigation_action; records=67,,1
client,Authentication,Login,/,button,primary navigation/action,GET,https://client-fat.filbet2025.com,/member/system,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,获取系统配置,前台/配置/获取系统配置.bru,ACTIVE,yes,fat-client-network.json action=login__primary_navigation_action; records=66,,1
client,Authentication,Login,/,button,primary navigation/action,POST,https://www.google-analytics.com,/g/collect,_et|_eu|_p|_s|ae|are|cid|dl|dma|dt|en|ep.page_env|epn.percent_scrolled|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v,,query:_et|_eu|_p|_s|ae|are|cid|dl|dma|dt|en|ep.page_env|epn.percent_scrolled|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v<-page/filter/pagination/default,204,UNAVAILABLE,"""null""",guest or no auth header observed,request emitted; no durable business change observed by this discovery action,no state identifier returned or persisted in sanitized evidence,,,,THIRD_PARTY,yes,fat-client-network.json action=login__primary_navigation_action; records=65,,1
client,Authentication,Login,/,button,request SMS code,POST,https://www.google-analytics.com,/g/collect,_eu|_p|_s|are|cid|dl|dma|dr|dt|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v,,query:_eu|_p|_s|are|cid|dl|dma|dr|dt|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v<-page/filter/pagination/default,204,UNAVAILABLE,"""null""",guest or no auth header observed,request emitted; no durable business change observed by this discovery action,no state identifier returned or persisted in sanitized evidence,,,,THIRD_PARTY,yes,fat-client-network.json action=login__request_sms_code; records=70,,1
client,Authentication,Login,/,tab,switch Password tab,POST,https://www.google-analytics.com,/g/collect,_et|_eu|_p|_s|ae|are|cid|dl|dma|dr|dt|en|ep.auth_flow|ep.auth_method|ep.filbet_tracker_version|ep.is_game_page|ep.page_env|ep.page_path_action|ep.page_type|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v,,query:_et|_eu|_p|_s|ae|are|cid|dl|dma|dr|dt|en|ep.page_env|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v<-page/filter/pagination/default;query:_et|_eu|_p|_s|are|cid|dl|dma|dt|en|ep.auth_flow|ep.auth_method|ep.filbet_tracker_version|ep.is_game_page|ep.page_env|ep.page_path_action|ep.page_type|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v<-page/filter/pagination/default,204,UNAVAILABLE,"""null""",guest or no auth header observed,request emitted; no durable business change observed by this discovery action,no state identifier returned or persisted in sanitized evidence,,,,THIRD_PARTY,yes,fat-client-network.json action=login__switch_password_tab; records=68|69,,2
client,Authentication,Register,/,page,page initialization,GET,https://client-fat.filbet2025.com,/member/bigprize/list,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,爆奖列表,前台/爆奖信息/爆奖列表.bru,ACTIVE,yes,fat-client-network.json action=register__page_initialization; records=78,,1
client,Authentication,Register,/,page,page initialization,GET,https://client-fat.filbet2025.com,/member/buriedPoint/detailV2,ad_id,,header:t<-authenticated-session;query:ad_id<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,埋点详情V2-todo,前台/埋点/埋点详情V2-todo.bru,ACTIVE,yes,fat-client-network.json action=register__page_initialization; records=82,,1
client,Authentication,Register,/,page,page initialization,GET,https://client-fat.filbet2025.com,/member/fb/list,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,三方登录列表,前台/三方登录/三方登录列表.bru,ACTIVE,yes,fat-client-network.json action=register__page_initialization; records=73,,1
client,Authentication,Register,/,page,page initialization,GET,https://client-fat.filbet2025.com,/member/home/sections,brand,,header:t<-authenticated-session;query:brand<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,首页板块列表,前台/首页/首页板块列表.bru,ACTIVE,yes,fat-client-network.json action=register__page_initialization; records=76,,1
client,Authentication,Register,/,page,page initialization,GET,https://client-fat.filbet2025.com,/member/index,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/game,首页缓存,前台/游戏/首页缓存.bru,ACTIVE,yes,fat-client-network.json action=register__page_initialization; records=85,,1
client,Authentication,Register,/,page,page initialization,GET,https://client-fat.filbet2025.com,/member/materials/list,material_type_code|platform_code,,header:t<-authenticated-session;query:material_type_code|platform_code<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/member,素材列表,前台/素材/素材列表.bru,ACTIVE,yes,fat-client-network.json action=register__page_initialization; records=86|87|88,,3
client,Authentication,Register,/,page,page initialization,GET,https://client-fat.filbet2025.com,/member/v2/index,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/game,首页缓存v2-owen,前台/游戏/首页缓存v2-owen.bru,ACTIVE,yes,fat-client-network.json action=register__page_initialization; records=77|84,,2
client,Authentication,Register,/,page,page initialization,GET,https://client-fat.filbet2025.com,/promo/rotate/bet/detail,is_welfare|pid,,header:t<-authenticated-session;query:is_welfare|pid<-page/filter/pagination/default,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),none observed,not applicable/read-only,client/kyc|client/promo|unknown/promo,弹目消息|活动详情|福利详情|详情(老页面),活动/Vip/详情(老页面).bru|活动/kyc送免费旋转/详情(老页面).bru|活动/每日充值+投注阶梯送礼金和旋转次数/弹目消息.bru|活动/每日充值+投注阶梯送礼金和旋转次数/活动详情.bru|活动/每日充值+投注阶梯送礼金和旋转次数/福利详情.bru,ACTIVE,yes,fat-client-network.json action=register__page_initialization; records=80|81,,2
client,Authentication,Register,/,page,page initialization,POST,https://client-fat.filbet2025.com,/member/channel/trackclick,,,header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),request emitted; no durable business change observed by this discovery action,no state identifier returned or persisted in sanitized evidence,client/member,渠道跟踪点击-todo,前台/渠道/渠道跟踪点击-todo.bru,ACTIVE,yes,fat-client-network.json action=register__page_initialization; records=83,,1
client,Authentication,Register,/,page,page initialization,POST,https://client-fat.filbet2025.com,/member/game/rank,,game_type|page|page_size|strategy|time_range,body:game_type|page|page_size|strategy|time_range<-form/current-record/default;header:t<-authenticated-session,200,true,"{""type"":""object"",""fields"":[""data"",""status""]}",authenticated client session (t header),request emitted; no durable business change observed by this discovery action,no state identifier returned or persisted in sanitized evidence,client/game,游戏排名-benjie,前台/游戏/游戏排名-benjie.bru,ACTIVE,yes,fat-client-network.json action=register__page_initialization; records=75|79,,2
client,Authentication,Register,/,page,page initialization,POST,https://web-pp6o4v.opoinstalljs.com,/web/pp6o4v/clientf/init2,av|channelCode|cv|hash|sh|sp|sw,,query:av|channelCode|cv|hash|sh|sp|sw<-page/filter/pagination/default,200,UNAVAILABLE,"""number""",guest or no auth header observed,request emitted; no durable business change observed by this discovery action,no state identifier returned or persisted in sanitized evidence,,,,THIRD_PARTY,yes,fat-client-network.json action=register__page_initialization; records=89,,1
client,Authentication,Register,/,page,page initialization,POST,https://www.google-analytics.com,/g/collect,_eu|_p|_s|are|cid|dl|dma|dt|en|ep.page_env|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v,,query:_eu|_p|_s|are|cid|dl|dma|dt|en|ep.page_env|frm|gcd|gtm|ngs|npa|pscdl|rcb|sct|seg|sid|sr|tag_exp|tfd|tid|uaa|uab|uafvl|uam|uamb|uap|uapv|uaw|ul|v<-page/filter/pagination/default,204,UNAVAILABLE,"""null""",guest or no auth header observed,request emitted; no durable business change observed by this discovery action,no state identifier returned or persisted in sanitized evidence,,,,THIRD_PARTY,yes,fat-client-network.json action=register__page_initialization; records=74,,1
