method,path,document_name,document_category,document_source,classification,ui_evidence,reason
GET,/member/order/list,订单列表 - felix,client/member,前台/商城/订单列表 - felix.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/member/oss/upload/url,代理获取视频上传地址,client/member,前台/代理/代理获取视频上传地址.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/member/platform/list,获取场馆列表-light,client/game,前台/游戏/获取场馆列表-light.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/member/popup/list,4-广告弹窗|获取首页弹窗列表-todo,client/game|client/member,前台/游戏/4-广告弹窗.bru|前台/配置/首页弹窗/获取首页弹窗列表-todo.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/member/privacy,1-隐私政策 privacy -cold,client/game,前台/游戏/1-隐私政策 privacy -cold.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/member/refresh/token,刷新token-seven,client/member,前台/会员登陆注册验证/刷新token-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/member/stmt,5-获取声明|test,client/game|client/member,test.bru|前台/游戏/5-获取声明.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/member/system,获取系统配置,client/member,前台/配置/获取系统配置.bru,ACTIVE,fat-client-network.json action=account__page_initialization; records=1266|fat-client-network.json action=bet_history__page_initialization; records=1160|fat-client-network.json action=bonus__page_initialization; records=1201|fat-client-network.json action=deposit__page_initialization; records=1034|fat-client-network.json action=login__primary_navigation_action; records=66|fat-client-network.json action=login_success__password_login; records=116|fat-client-network.json action=my__page_initialization; records=298|fat-client-network.json action=register__primary_navigation_action; records=91|95|fat-client-network.json action=transaction__page_initialization; records=1113|fat-client-network.json action=vip__page_initialization; records=980|fat-client-network.json action=withdraw__page_initialization; records=1065,observed in FAT UI Network
GET,/member/terms,2-服务条款 terms -cold,client/game,前台/游戏/2-服务条款 terms -cold.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/member/v2/index,首页缓存v2-owen,client/game,前台/游戏/首页缓存v2-owen.bru,ACTIVE,fat-client-network.json action=account__page_initialization; records=1238|1255|fat-client-network.json action=bet_history__page_initialization; records=1165|1184|fat-client-network.json action=bonus__page_initialization; records=1206|1227|fat-client-network.json action=deposit__page_initialization; records=1015|1044|fat-client-network.json action=earn_filcoins__daily_task_go_1; records=501|522|fat-client-network.json action=earn_filcoins__daily_task_go_2; records=539|560|fat-client-network.json action=earn_filcoins__daily_task_go_3; records=577|598|fat-client-network.json action=earn_filcoins__daily_task_go_4; records=615|636|fat-client-network.json action=earn_filcoins__daily_task_go_5; records=653|674|fat-client-network.json action=earn_filcoins__daily_task_go_6; records=694|712|723|fat-client-network.json action=earn_filcoins__daily_task_go_7; records=735|762|773|fat-client-network.json action=earn_filcoins__daily_task_go_8; records=785|809|823|fat-client-network.json action=earn_filcoins__daily_task_go_9; records=842|862|fat-client-network.json action=earn_filcoins__page_initialization; records=470|485|fat-client-network.json action=filcoins_mall__page_initialization; records=879|906|fat-client-network.json action=free_spins__page_initialization; records=387|403|fat-client-network.json action=free_spins__start_first_free_spin_game; records=428|447|fat-client-network.json action=game__page_initialization; records=918|940|fat-client-network.json action=home__page_initialization; records=144|154|174|fat-client-network.json action=home__refresh_balance; records=190|206|222|fat-client-network.json action=home_guest__page_initialization; records=9|14|fat-client-network.json action=login__page_initialization; records=54|59|fat-client-network.json action=login_success__password_login; records=104|109|128|fat-client-network.json action=my__page_initialization; records=303|325|fat-client-network.json action=register__page_initialization; records=77|84|fat-client-network.json action=rewards__page_initialization; records=345|364|fat-client-network.json action=sidebar__page_initialization; records=237|253|268|fat-client-network.json action=sidebar_guest__page_initialization; records=25|30|fat-client-network.json action=transaction__page_initialization; records=1118|1140|fat-client-network.json action=vip__page_initialization; records=962|992|fat-client-network.json action=withdraw__page_initialization; records=1070|1092,observed in FAT UI Network
GET,/member/vip,会员vip信息-seven,client/member,前台/会员信息/会员vip信息-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/member/vip/level/detail,会员vip等级详情,client/member,前台/VIP/会员vip等级详情.bru,ACTIVE,fat-client-network.json action=account__page_initialization; records=1262|fat-client-network.json action=bet_history__page_initialization; records=1156|fat-client-network.json action=bonus__page_initialization; records=1197|fat-client-network.json action=deposit__page_initialization; records=1030|fat-client-network.json action=my__page_initialization; records=294|fat-client-network.json action=sidebar__primary_navigation_action; records=277|fat-client-network.json action=transaction__page_initialization; records=1109|fat-client-network.json action=vip__page_initialization; records=976|fat-client-network.json action=vip__primary_navigation_action; records=1003|fat-client-network.json action=withdraw__page_initialization; records=1061,observed in FAT UI Network
GET,/member/vip/rule,VIP配置规则-todo,client/member,前台/VIP/VIP配置规则-todo.bru,ACTIVE,fat-client-network.json action=account__page_initialization; records=1274|fat-client-network.json action=bet_history__page_initialization; records=1171|fat-client-network.json action=bonus__page_initialization; records=1213|fat-client-network.json action=deposit__page_initialization; records=1052|fat-client-network.json action=my__page_initialization; records=311|fat-client-network.json action=sidebar__primary_navigation_action; records=282|fat-client-network.json action=transaction__page_initialization; records=1130|fat-client-network.json action=vip__page_initialization; records=998|fat-client-network.json action=vip__primary_navigation_action; records=1008|fat-client-network.json action=withdraw__page_initialization; records=1083,observed in FAT UI Network
GET,/promo/inviter/statistics,邀请好友数据展示,client/promo,活动/邀请好友/邀请好友数据展示.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/promo/pt/info,pt相关数据,client/promo,活动/pt/pt相关数据.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/promo/rotate/bet/detail,活动详情|详情(老页面),client/kyc|client/promo,活动/Vip/详情(老页面).bru|活动/kyc送免费旋转/详情(老页面).bru|活动/每日充值+投注阶梯送礼金和旋转次数/活动详情.bru,ACTIVE,fat-client-network.json action=earn_filcoins__daily_task_go_6; records=726|730|fat-client-network.json action=earn_filcoins__daily_task_go_7; records=776|780|fat-client-network.json action=earn_filcoins__daily_task_go_8; records=826|830|fat-client-network.json action=free_spins__page_initialization; records=380|383|fat-client-network.json action=home__open_daily_rewards; records=185|fat-client-network.json action=home__page_initialization; records=147|151|fat-client-network.json action=home__refresh_balance; records=209|213|fat-client-network.json action=home_guest__page_initialization; records=12|13|fat-client-network.json action=login__page_initialization; records=57|58|fat-client-network.json action=login_success__password_login; records=107|108|135|fat-client-network.json action=register__page_initialization; records=80|81|fat-client-network.json action=rewards__page_initialization; records=339|342|fat-client-network.json action=sidebar__page_initialization; records=256|260|fat-client-network.json action=sidebar_guest__page_initialization; records=28|29,observed in FAT UI Network
GET,/promo/rotate/kyc/detail,详情,client/kyc,活动/kyc送免费旋转/详情.bru,ACTIVE,fat-client-network.json action=account__page_initialization; records=1249|1250|1259|1273|1275|fat-client-network.json action=account__primary_navigation_action; records=1278|1279|1281|fat-client-network.json action=bet_history__page_initialization; records=1153|1170|1178|1179|1188|fat-client-network.json action=bonus__page_initialization; records=1212|1220|1221|1222|1231|fat-client-network.json action=deposit__page_initialization; records=1027|1039|1048|1051|1053|fat-client-network.json action=earn_filcoins__daily_task_go_1; records=516|517|526|fat-client-network.json action=earn_filcoins__daily_task_go_2; records=554|555|564|fat-client-network.json action=earn_filcoins__daily_task_go_3; records=592|593|602|fat-client-network.json action=earn_filcoins__daily_task_go_4; records=630|631|640|fat-client-network.json action=earn_filcoins__daily_task_go_5; records=668|669|678|fat-client-network.json action=earn_filcoins__daily_task_go_6; records=686|707|716|fat-client-network.json action=earn_filcoins__daily_task_go_7; records=756|757|766|fat-client-network.json action=earn_filcoins__daily_task_go_8; records=797|804|813|fat-client-network.json action=earn_filcoins__daily_task_go_9; records=856|857|866|fat-client-network.json action=earn_filcoins__page_initialization; records=469|480|489|fat-client-network.json action=filcoins_mall__page_initialization; records=900|901|910|fat-client-network.json action=free_spins__page_initialization; records=376|398|407|fat-client-network.json action=free_spins__start_first_free_spin_game; records=441|442|451|fat-client-network.json action=game__page_initialization; records=934|935|944|fat-client-network.json action=home__page_initialization; records=161|169|178|fat-client-network.json action=home__refresh_balance; records=203|217|226|fat-client-network.json action=login_success__password_login; records=123|132|fat-client-network.json action=my__page_initialization; records=310|318|319|320|329|fat-client-network.json action=rewards__page_initialization; records=353|359|368|fat-client-network.json action=sidebar__page_initialization; records=250|263|272|fat-client-network.json action=sidebar__primary_navigation_action; records=281|283|fat-client-network.json action=transaction__page_initialization; records=1129|1132|1133|1135|1144|fat-client-network.json action=vip__page_initialization; records=973|987|996|997|999|fat-client-network.json action=vip__primary_navigation_action; records=1006|1007|fat-client-network.json action=withdraw__page_initialization; records=1082|1085|1086|1087|1096,observed in FAT UI Network
GET,/promo/rotate/kyc/popup,弹窗上报,client/kyc,活动/kyc送免费旋转/弹窗上报.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/promo/rotation/detail,详情(选择厂商或游戏),client/game,活动/freeSpin/详情(选择厂商或游戏).bru,ACTIVE,fat-client-network.json action=free_spins__start_first_free_spin_game; records=453,observed in FAT UI Network
GET,/promo/rotation/list,列表,client/promo,活动/freeSpin/列表.bru,ACTIVE,fat-client-network.json action=free_spins__primary_navigation_action; records=410|411|412|fat-client-network.json action=free_spins__select_ended_tab; records=415|fat-client-network.json action=free_spins__select_in_use_tab; records=413|fat-client-network.json action=free_spins__start_first_free_spin_game; records=423|424|425,observed in FAT UI Network
GET,/promo/rotation/summary,统计,client/report,活动/freeSpin/统计.bru,ACTIVE,fat-client-network.json action=free_spins__primary_navigation_action; records=409|fat-client-network.json action=free_spins__select_ended_tab; records=416|fat-client-network.json action=free_spins__select_in_use_tab; records=414|fat-client-network.json action=free_spins__start_first_free_spin_game; records=422,observed in FAT UI Network
GET,/promo/task/daily/claim,领取日常任务-seven,client/promo,前台/任务中心/领取日常任务-seven.bru,ACTIVE,fat-client-network.json action=earn_filcoins__daily_task_go_9; records=868,observed in FAT UI Network
GET,/promo/task/daily/history,日常签到历史记录-seven,client/promo,前台/任务中心/日常签到历史记录-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/promo/task/daily/list,日常任务列表-seven,client/promo,前台/任务中心/日常任务列表-seven.bru,ACTIVE,fat-client-network.json action=earn_filcoins__daily_task_go_1; records=497|514|fat-client-network.json action=earn_filcoins__daily_task_go_2; records=535|551|fat-client-network.json action=earn_filcoins__daily_task_go_3; records=573|590|fat-client-network.json action=earn_filcoins__daily_task_go_4; records=611|627|fat-client-network.json action=earn_filcoins__daily_task_go_5; records=649|666|fat-client-network.json action=earn_filcoins__daily_task_go_6; records=690|706|fat-client-network.json action=earn_filcoins__daily_task_go_7; records=742|754|fat-client-network.json action=earn_filcoins__daily_task_go_8; records=800|816|fat-client-network.json action=earn_filcoins__daily_task_go_9; records=838|854|869|fat-client-network.json action=earn_filcoins__page_initialization; records=460|467|fat-client-network.json action=filcoins_mall__page_initialization; records=886|898,observed in FAT UI Network
GET,/promo/task/daily/task,日常签到任务详情-seven,client/promo,前台/任务中心/日常签到任务详情-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/promo/task/newbie/claim,领取任务（新手任务14个）-seven,client/promo,前台/任务中心/领取任务（新手任务14个）-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/promo/task/newbie/daily,签到任务详情-seven,client/promo,前台/任务中心/签到任务详情-seven.bru,ACTIVE,fat-client-network.json action=earn_filcoins__daily_task_go_1; records=498|fat-client-network.json action=earn_filcoins__daily_task_go_2; records=536|fat-client-network.json action=earn_filcoins__daily_task_go_3; records=574|fat-client-network.json action=earn_filcoins__daily_task_go_4; records=612|fat-client-network.json action=earn_filcoins__daily_task_go_5; records=650|fat-client-network.json action=earn_filcoins__daily_task_go_6; records=691|fat-client-network.json action=earn_filcoins__daily_task_go_7; records=743|fat-client-network.json action=earn_filcoins__daily_task_go_8; records=801|fat-client-network.json action=earn_filcoins__daily_task_go_9; records=839|fat-client-network.json action=earn_filcoins__page_initialization; records=461|fat-client-network.json action=filcoins_mall__page_initialization; records=887,observed in FAT UI Network
GET,/promo/task/newbie/daily/claim,签到任务领取-seven,client/promo,前台/任务中心/签到任务领取-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/promo/task/newbie/list,新人任务列表-seven,client/promo,前台/任务中心/新人任务列表-seven.bru,ACTIVE,fat-client-network.json action=earn_filcoins__daily_task_go_1; records=496|513|fat-client-network.json action=earn_filcoins__daily_task_go_2; records=534|550|fat-client-network.json action=earn_filcoins__daily_task_go_3; records=572|589|fat-client-network.json action=earn_filcoins__daily_task_go_4; records=610|626|fat-client-network.json action=earn_filcoins__daily_task_go_5; records=648|665|fat-client-network.json action=earn_filcoins__daily_task_go_6; records=689|705|fat-client-network.json action=earn_filcoins__daily_task_go_7; records=741|753|fat-client-network.json action=earn_filcoins__daily_task_go_8; records=799|815|fat-client-network.json action=earn_filcoins__daily_task_go_9; records=837|853|fat-client-network.json action=earn_filcoins__page_initialization; records=459|466|fat-client-network.json action=filcoins_mall__page_initialization; records=885|897,observed in FAT UI Network
GET,/promo/task/tokens/balance,代币余额-seven,client/promo,前台/任务中心/代币余额-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/promo/task/transaction,代币明细-seven,client/finance,前台/任务中心/代币明细-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/promo/task/unclaimed/num,待领取任务数-seven,client/promo,前台/任务中心/待领取任务数-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/promo/vip/config,vip配置,client/promo,活动/Vip/vip配置.bru,ACTIVE,fat-client-network.json action=vip__primary_navigation_action; records=1004,observed in FAT UI Network
GET,/promo/vip/detail,详情,client/promo,活动/Vip/详情.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/promo/vip/log/history,领取奖励历史记录列表-aliang,client/promo,前台/VIP/领取奖励历史记录列表-aliang.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
GET,/promo/vip/log/list,待领取奖励列表-aliang,client/promo,前台/VIP/待领取奖励列表-aliang.bru,ACTIVE,fat-client-network.json action=vip__primary_navigation_action; records=1000|1009,observed in FAT UI Network
GET,/promo/vip/sign/in/config,签到配置,client/promo,活动/Vip/签到配置.bru,ACTIVE,fat-client-network.json action=account__page_initialization; records=1263|1270|fat-client-network.json action=bet_history__page_initialization; records=1157|1164|fat-client-network.json action=bonus__page_initialization; records=1198|1205|fat-client-network.json action=deposit__page_initialization; records=1031|1038|fat-client-network.json action=earn_filcoins__daily_task_go_1; records=500|fat-client-network.json action=earn_filcoins__daily_task_go_2; records=538|fat-client-network.json action=earn_filcoins__daily_task_go_3; records=576|fat-client-network.json action=earn_filcoins__daily_task_go_4; records=614|fat-client-network.json action=earn_filcoins__daily_task_go_5; records=652|fat-client-network.json action=earn_filcoins__daily_task_go_6; records=693|fat-client-network.json action=earn_filcoins__daily_task_go_7; records=745|fat-client-network.json action=earn_filcoins__daily_task_go_8; records=803|fat-client-network.json action=earn_filcoins__daily_task_go_9; records=841|fat-client-network.json action=earn_filcoins__page_initialization; records=463|fat-client-network.json action=filcoins_mall__page_initialization; records=889|fat-client-network.json action=free_spins__page_initialization; records=385|fat-client-network.json action=free_spins__start_first_free_spin_game; records=427|fat-client-network.json action=game__page_initialization; records=925|fat-client-network.json action=home__page_initialization; records=153|fat-client-network.json action=home__refresh_balance; records=215|fat-client-network.json action=login_success__password_login; records=133|fat-client-network.json action=my__page_initialization; records=295|302|fat-client-network.json action=rewards__page_initialization; records=344|fat-client-network.json action=sidebar__page_initialization; records=236|fat-client-network.json action=transaction__page_initialization; records=1110|1117|fat-client-network.json action=vip__page_initialization; records=977|984|fat-client-network.json action=vip__primary_navigation_action; records=1005|fat-client-network.json action=withdraw__page_initialization; records=1062|1069,observed in FAT UI Network
GET,/promo/vip/test,测试(这个不用管),client/promo,活动/Vip/测试(这个不用管).bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/agency/otp/login,otp登陆-wesley,client/auth,代理后台/登陆/otp登陆-wesley.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/api/v1/cbconfig,glife-获取系统配置-owen,client/other,前台/glife mini/glife-获取系统配置-owen.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/cmpl/wallet/information,information,client/finance,前台/mx/information.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/cmpl/wallet/playerid,playerid,client/finance,前台/mx/playerid.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/finance/account/bank/delete,删除银行卡,client/finance,前台/财务/删除银行卡.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/finance/account/bank/update,编辑银行卡,client/finance,前台/财务/编辑银行卡.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/finance/account/insert,创建提现账户-wesley,client/finance,前台/财务/创建提现账户-wesley.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/finance/lazada/exchange,lazada兑换-owen,client/finance,前台/财务/lazada兑换-owen.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/finance/lazada/product/list,lazada商品列表-owen,client/finance,前台/财务/lazada商品列表-owen.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/finance/lazadaminiapp/login,登陆-owen,client/auth,前台/lazada mini/登陆-owen.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/finance/payment/callback/deposit/pisopay,pisopay回调,client/finance,前台/支付/pisopay回调.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/finance/wallet/pwd/check,验证钱包密码,client/finance,前台/财务/钱包密码/验证钱包密码.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/finance/wallet/pwd/set,设置钱包密码,client/finance,前台/财务/钱包密码/设置钱包密码.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/finance/wallet/pwd/update,修改密码,client/finance,前台/财务/钱包密码/修改密码.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/agency/apply,代理申请,client/member,前台/会员信息/代理申请.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/agency/apply/material,申请资料提交,client/member,前台/代理/申请资料提交.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/auth/mail,邮箱验证码验证-ducky,client/auth,前台/会员信息/邮箱验证码验证-ducky.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/auth/password,旧密码前置验证-seven,client/auth,前台/会员登陆注册验证/旧密码前置验证-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/auth/sms,短信验证码前置检查-seven,client/auth,前台/会员登陆注册验证/短信验证码前置检查-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/bind/facebook,facebook oauth绑定-ducky,client/member,前台/会员信息/facebook oauth绑定-ducky.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/bind/google,google oauth绑定-ducky,client/member,前台/会员信息/google oauth绑定-ducky.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/block,申请封禁,client/member,前台/会员信息/申请封禁.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/card/list,会员卡片列表查询-owen,client/member,前台/会员信息/会员卡片列表查询-owen.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/card/update,会员卡片列表更新-owen,client/member,前台/会员信息/会员卡片列表更新-owen.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/channel/trackclick,渠道跟踪点击-todo,client/member,前台/渠道/渠道跟踪点击-todo.bru,ACTIVE,fat-client-network.json action=account__page_initialization; records=1247|fat-client-network.json action=bet_history__page_initialization; records=1177|fat-client-network.json action=bonus__page_initialization; records=1218|fat-client-network.json action=deposit__page_initialization; records=1024|fat-client-network.json action=earn_filcoins__daily_task_go_1; records=511|fat-client-network.json action=earn_filcoins__daily_task_go_2; records=549|fat-client-network.json action=earn_filcoins__daily_task_go_3; records=587|fat-client-network.json action=earn_filcoins__daily_task_go_4; records=625|fat-client-network.json action=earn_filcoins__daily_task_go_5; records=663|fat-client-network.json action=earn_filcoins__daily_task_go_6; records=704|fat-client-network.json action=earn_filcoins__daily_task_go_7; records=751|fat-client-network.json action=earn_filcoins__daily_task_go_8; records=795|fat-client-network.json action=earn_filcoins__daily_task_go_9; records=851|fat-client-network.json action=earn_filcoins__page_initialization; records=479|fat-client-network.json action=filcoins_mall__page_initialization; records=895|fat-client-network.json action=free_spins__page_initialization; records=396|fat-client-network.json action=free_spins__start_first_free_spin_game; records=438|fat-client-network.json action=game__page_initialization; records=931|fat-client-network.json action=home__page_initialization; records=167|fat-client-network.json action=home__refresh_balance; records=201|fat-client-network.json action=home_guest__page_initialization; records=6|fat-client-network.json action=login__page_initialization; records=51|fat-client-network.json action=login_success__password_login; records=101|fat-client-network.json action=my__page_initialization; records=316|fat-client-network.json action=register__page_initialization; records=83|fat-client-network.json action=rewards__page_initialization; records=358|fat-client-network.json action=sidebar__page_initialization; records=248|fat-client-network.json action=sidebar_guest__page_initialization; records=36|fat-client-network.json action=transaction__page_initialization; records=1127|fat-client-network.json action=vip__page_initialization; records=971|fat-client-network.json action=withdraw__page_initialization; records=1080,observed in FAT UI Network
POST,/member/detail/update,会员信息修改-seven,client/member,前台/会员信息/会员信息修改-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/facebook/login,facebook oauth登录-ducky,client/auth,前台/会员登陆注册验证/facebook oauth登录-ducky.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/fb/bind,绑定三方账号,client/member,前台/三方登录/绑定三方账号.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/fb/login,注册接口,client/auth,前台/三方登录/注册接口.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/fb/unbind,解绑三方账号,client/member,前台/三方登录/解绑三方账号.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/feedback,feedback-ducky,client/member,前台/feedback/feedback-ducky.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/feedback/read,feedback read-ducky,client/member,前台/feedback/feedback read-ducky.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/flutter/ocr/checkresult,获取身份验证进程的运行状态和相关的验证结果-double,client/kyc,前台/ocr-flutter/获取身份验证进程的运行状态和相关的验证结果.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/flutter/ocr/setup,初始化ZOLOZ中的身份验证进程-double,client/kyc,前台/ocr-flutter/初始化ZOLOZ中的身份验证进程.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/game/rank,游戏排名-benjie,client/game,前台/游戏/游戏排名-benjie.bru,ACTIVE,fat-client-network.json action=earn_filcoins__daily_task_go_6; records=721|725|fat-client-network.json action=earn_filcoins__daily_task_go_7; records=771|775|fat-client-network.json action=earn_filcoins__daily_task_go_8; records=821|825|fat-client-network.json action=home__page_initialization; records=142|146|fat-client-network.json action=home__refresh_balance; records=204|208|fat-client-network.json action=home_guest__page_initialization; records=7|11|fat-client-network.json action=login__page_initialization; records=52|56|fat-client-network.json action=login_success__password_login; records=102|106|fat-client-network.json action=register__page_initialization; records=75|79|fat-client-network.json action=sidebar__page_initialization; records=251|255|fat-client-network.json action=sidebar_guest__page_initialization; records=23|27,observed in FAT UI Network
POST,/member/google/login,google oauth登录-ducky,client/auth,前台/会员登陆注册验证/google oauth登录-ducky.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/invite/code/check,校验邀请码,client/member,前台/会员登陆注册验证/校验邀请码.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/kyc/base,提交 kyc 基础信息 -- double/cold,client/kyc,前台/kyc/提交 kyc 基础信息 -- double-cold.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/kyc/ekyc/callback,ekyc回调,client/kyc,前台/kyc/ekyc回调.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/kyc/insert,提交 kyc -- double/cold/owen,client/kyc,前台/kyc/提交 kyc -- double-cold-owen.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/kyc/shops,获取门店列表 -- owen,client/kyc,前台/kyc/获取门店列表 -- owen.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/kyc/update,更新 kyc -- double/cold（已经弃用，请调用 /kyc/insert）,client/kyc,前台/kyc/更新 kyc -- double-cold（已经弃用，请调用 -kyc-insert）.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/kyc/v2/insert,提交 kyc v2 -- double/cold/owen,client/kyc,前台/kyc/v2/insert.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/login,密码登陆-seven,client/auth,前台/会员登陆注册验证/密码登陆-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/mail,邮箱验证码发送-ducky,client/member,前台/会员信息/邮箱验证码发送-ducky.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
